user,item,Time
11516,5869,"06 20, 2016"
2891,1901,"07 18, 2017"
6533,15148,"01 21, 2015"
816,12285,"12 1, 2015"
51,7355,"05 25, 2013"
5727,4006,"09 8, 2013"
4563,704,"11 3, 2016"
1610,4265,"09 22, 2010"
4850,4570,"07 5, 2014"
3020,2130,"11 13, 2013"
10007,6721,"11 30, 2014"
14772,13640,"06 28, 2017"
14097,10088,"03 14, 2013"
1566,9251,"05 12, 2015"
2362,5630,"08 27, 2014"
10487,7730,"07 23, 2015"
4612,9672,"07 1, 2014"
7667,4953,"01 8, 2013"
151,8028,"07 30, 2015"
10617,7042,"04 10, 2015"
10645,7220,"07 26, 2012"
3391,3966,"06 8, 2012"
13081,13964,"09 17, 2014"
15314,14189,"03 3, 2017"
2502,8184,"04 13, 2014"
5327,881,"03 21, 2017"
11592,8629,"12 5, 2017"
4017,4227,"06 18, 2003"
324,13,"05 30, 2015"
14367,11753,"01 13, 2017"
10067,5762,"06 9, 2013"
5519,9145,"01 31, 2011"
10606,12001,"09 25, 2015"
6664,11492,"03 19, 2015"
6998,7565,"11 15, 2015"
6977,8032,"09 25, 2013"
7646,5657,"07 3, 2013"
9825,2457,"02 2, 2010"
8289,10106,"12 2, 2014"
8044,13475,"04 18, 2016"
9928,6543,"10 9, 2016"
5665,2080,"07 13, 2016"
12063,14124,"04 23, 2015"
8967,6642,"03 12, 2018"
12922,5687,"11 15, 2017"
11952,10934,"04 21, 2014"
11092,6048,"11 30, 2014"
9320,4172,"02 6, 2017"
8022,6460,"08 2, 2016"
14532,13447,"03 29, 2017"
8554,12063,"05 17, 2015"
5385,13730,"05 29, 2016"
3437,1486,"04 25, 2017"
14707,7184,"07 17, 2016"
10327,3907,"08 13, 2014"
548,23,"01 9, 2008"
14473,9976,"03 21, 2018"
2078,127,"04 16, 2013"
2624,15100,"11 15, 2014"
877,67,"12 14, 2015"
13492,7170,"04 28, 2014"
6652,10315,"06 30, 2013"
5946,6270,"11 20, 2012"
14835,14302,"08 29, 2017"
119,10586,"12 29, 2016"
3933,4809,"04 2, 2005"
2744,7296,"09 24, 2016"
5455,10506,"07 26, 2014"
8966,1221,"01 21, 2013"
9528,1419,"04 21, 2016"
3876,2467,"11 4, 2015"
8284,13512,"09 6, 2017"
12189,10902,"10 9, 2015"
10712,12578,"03 16, 2018"
2343,10989,"11 9, 2014"
1271,1417,"08 8, 2014"
1212,4125,"09 16, 2015"
11908,8506,"11 24, 2015"
7619,7840,"11 23, 2013"
5879,3210,"09 11, 2017"
4393,7776,"04 24, 2013"
7106,1091,"09 26, 2017"
12202,7693,"10 11, 2012"
4519,10142,"12 3, 2015"
1378,754,"12 17, 2013"
4819,3097,"12 8, 2013"
8561,3666,"10 13, 2011"
2403,5014,"07 8, 2015"
13374,13276,"01 26, 2015"
4502,8791,"08 4, 2015"
7348,12640,"01 20, 2017"
7426,15003,"05 31, 2018"
445,1180,"04 13, 2013"
980,9385,"01 15, 2013"
4944,1543,"09 13, 2016"
4427,2706,"05 11, 2015"
12561,5475,"03 17, 2018"
1263,7392,"07 6, 2014"
10191,3097,"11 15, 2017"
13870,14393,"05 17, 2017"
14463,14784,"01 26, 2015"
4638,10547,"04 12, 2018"
4950,10308,"06 7, 2015"
11488,9676,"10 28, 2017"
5305,10227,"04 18, 2017"
10213,9799,"01 3, 2017"
7730,13163,"04 26, 2015"
11462,4902,"02 7, 2014"
807,5929,"04 8, 2006"
5904,4999,"03 2, 2014"
13723,13492,"07 15, 2015"
13002,12468,"03 29, 2015"
283,1732,"01 4, 2013"
2056,9707,"03 21, 2018"
12708,4441,"04 4, 2014"
7316,4431,"06 6, 2013"
9579,7632,"12 23, 2012"
8141,15142,"07 29, 2017"
14318,5863,"09 3, 2015"
1711,4457,"09 25, 2003"
4222,8837,"04 4, 2013"
7067,1672,"03 9, 2015"
5041,9579,"05 8, 2016"
3095,2739,"08 10, 2014"
8431,9887,"07 27, 2017"
4340,2674,"11 5, 2016"
5360,1920,"02 3, 2014"
13956,7621,"06 20, 2013"
9830,1554,"09 11, 2014"
1380,1567,"06 15, 2010"
7827,12509,"11 8, 2016"
4919,982,"07 13, 2017"
13658,5647,"01 2, 2015"
12816,10378,"07 19, 2016"
5415,12003,"03 28, 2015"
2007,4028,"08 12, 2013"
1925,8863,"04 9, 2016"
10884,7901,"08 26, 2014"
12184,11127,"09 22, 2015"
13252,8202,"09 6, 2014"
13857,7081,"08 4, 2017"
6689,1327,"02 9, 2017"
11509,9865,"06 16, 2016"
13466,7907,"03 24, 2014"
6489,9500,"02 20, 2015"
10801,4900,"04 2, 2013"
15147,14828,"08 11, 2017"
11432,10400,"11 27, 2012"
9114,6486,"02 27, 2016"
10610,8922,"04 1, 2016"
14311,14564,"04 2, 2018"
12152,12134,"03 7, 2016"
9407,6998,"11 25, 2014"
6359,655,"03 9, 2015"
14253,7161,"04 7, 2018"
16,1268,"02 24, 2011"
5463,10112,"08 15, 2014"
1098,15057,"12 19, 2014"
1481,11587,"08 11, 2016"
7775,996,"09 27, 2016"
15306,14413,"11 27, 2017"
4893,5237,"09 26, 2016"
8442,14241,"08 24, 2016"
6590,7931,"12 31, 2017"
2946,10884,"11 25, 2016"
14876,7957,"10 30, 2013"
9910,13876,"09 1, 2014"
3376,14381,"04 10, 2018"
4922,3866,"01 11, 2018"
8140,12949,"06 27, 2017"
10022,7845,"04 12, 2013"
7296,10043,"05 2, 2013"
5514,7797,"01 19, 2013"
11789,7761,"09 4, 2014"
13182,10831,"09 9, 2015"
451,1927,"10 30, 2013"
12328,4958,"08 6, 2014"
15309,14461,"10 22, 2017"
2750,10072,"01 24, 2014"
336,7736,"07 20, 2016"
9888,5474,"01 3, 2017"
7916,4816,"08 2, 2014"
12038,8114,"03 9, 2015"
10685,9000,"12 10, 2016"
11072,15216,"08 11, 2018"
5463,6256,"11 20, 2014"
5685,15202,"06 18, 2018"
703,4100,"02 28, 2014"
1022,1030,"11 11, 2017"
12713,13459,"02 28, 2017"
1967,3730,"09 17, 2012"
3397,13629,"03 11, 2016"
2494,1989,"05 18, 2000"
60,4888,"07 17, 2014"
2867,150,"11 4, 2013"
1471,2155,"12 10, 2014"
787,3956,"08 17, 2005"
941,7250,"04 5, 2015"
3019,9556,"04 21, 2015"
6690,3038,"03 29, 2015"
5685,13496,"10 17, 2016"
12226,14439,"09 25, 2017"
10502,11358,"07 20, 2016"
6543,10847,"03 23, 2015"
6861,9237,"12 26, 2012"
9750,10582,"05 31, 2013"
4776,9821,"02 13, 2017"
4582,2276,"05 8, 2014"
4915,694,"12 3, 2013"
6167,8071,"06 24, 2015"
10432,7578,"10 7, 2014"
7791,12740,"02 22, 2017"
7118,10545,"01 29, 2015"
2075,2053,"07 2, 2014"
3372,4285,"06 17, 2016"
7595,10300,"04 17, 2014"
11072,7001,"04 8, 2017"
4479,5163,"08 22, 2017"
4840,10887,"03 5, 2015"
9381,8008,"01 6, 2015"
4491,4588,"02 12, 2017"
6918,5620,"12 9, 2015"
3228,5776,"02 9, 2006"
4871,12635,"11 6, 2016"
10615,2026,"12 24, 2012"
8509,11513,"08 18, 2014"
1745,7041,"12 8, 2014"
3986,7620,"03 17, 2013"
12100,14120,"04 10, 2018"
2362,6456,"11 17, 2016"
8284,5882,"11 29, 2016"
2322,1472,"03 7, 2010"
8975,9762,"07 27, 2015"
873,2893,"07 26, 2008"
10493,3033,"08 8, 2014"
9470,5345,"04 25, 2016"
10299,9921,"11 5, 2017"
7852,4937,"06 7, 2016"
13741,5628,"12 5, 2012"
8227,12461,"05 22, 2016"
6965,4620,"04 1, 2014"
13914,8479,"04 24, 2017"
12726,8453,"09 16, 2017"
9730,7660,"05 25, 2013"
3630,4057,"06 5, 2014"
2146,732,"10 2, 2012"
10641,13107,"06 18, 2014"
2623,9631,"07 28, 2015"
5078,9476,"06 27, 2012"
5527,10248,"05 17, 2014"
9178,11136,"03 3, 2014"
5472,5309,"12 11, 2014"
2068,2065,"10 2, 2011"
3828,5386,"12 8, 2014"
6594,15195,"04 7, 2013"
3277,13120,"01 27, 2016"
7528,10100,"07 11, 2013"
6727,9543,"07 20, 2012"
12885,14186,"06 13, 2016"
3403,4093,"11 9, 2015"
12784,12825,"02 9, 2017"
11542,8571,"07 30, 2014"
13587,10639,"03 28, 2014"
90,1351,"10 21, 2013"
8498,1063,"04 13, 2016"
13603,12482,"07 14, 2016"
4106,7309,"05 18, 2016"
7701,7951,"09 28, 2013"
9297,1296,"03 1, 2016"
8796,5245,"04 21, 2014"
11476,13688,"05 5, 2014"
4553,3361,"01 3, 2013"
8610,5066,"03 8, 2018"
1301,1190,"02 22, 2004"
1453,1702,"05 13, 2011"
7387,14035,"11 23, 2015"
8172,12919,"07 16, 2017"
11647,9315,"10 27, 2014"
12678,5639,"03 28, 2017"
5188,414,"12 28, 2014"
7115,3266,"03 25, 2014"
755,5494,"10 3, 1998"
2207,5318,"04 8, 2009"
12184,11297,"08 4, 2015"
9699,8273,"05 18, 2015"
5005,12723,"06 20, 2015"
7168,2753,"03 5, 2018"
13880,10708,"07 7, 2017"
13455,8305,"03 13, 2018"
7729,10673,"09 13, 2015"
4998,5308,"10 2, 2014"
14098,11927,"01 15, 2016"
7073,8263,"05 18, 2017"
9768,10902,"10 28, 2013"
10633,6395,"04 23, 2013"
381,71,"09 2, 2001"
6808,12769,"01 19, 2017"
5889,3422,"08 29, 2014"
797,9955,"05 28, 2014"
3568,8825,"08 20, 2016"
7704,4396,"11 21, 2014"
13994,11182,"02 26, 2015"
12686,6718,"07 24, 2014"
11666,5242,"05 4, 2014"
1125,14911,"04 21, 2014"
12224,11082,"02 6, 2016"
5634,5593,"10 9, 2013"
11151,8215,"08 21, 2017"
12930,12561,"09 8, 2016"
786,235,"11 12, 2012"
310,4268,"11 18, 2007"
4820,7767,"08 10, 2014"
11680,7981,"05 18, 2016"
13884,9337,"01 14, 2014"
10092,3738,"07 10, 2013"
14,3787,"07 13, 2010"
4815,9760,"10 9, 2013"
296,252,"10 4, 2001"
335,2079,"05 20, 2015"
199,3721,"08 16, 2015"
13925,7340,"04 19, 2015"
12463,10681,"01 27, 2014"
3527,11610,"04 11, 2017"
3051,9269,"06 17, 2015"
6307,8254,"02 21, 2015"
1,7782,"10 27, 2015"
5336,4916,"01 30, 2013"
11006,8665,"10 30, 2016"
10704,8815,"06 23, 2016"
6494,12227,"12 21, 2016"
7887,914,"12 21, 2014"
2674,11444,"11 24, 2014"
8378,12632,"08 29, 2016"
15017,14967,"06 20, 2016"
12466,10571,"04 11, 2014"
13319,13808,"02 17, 2016"
15058,12423,"02 23, 2016"
13827,5305,"09 15, 2015"
5181,13730,"04 19, 2015"
14691,12143,"11 7, 2016"
7205,814,"04 23, 2014"
10386,3606,"07 27, 2017"
11872,4424,"05 14, 2012"
5385,10917,"08 9, 2016"
3338,5821,"12 8, 2014"
8292,11150,"09 3, 2016"
3066,943,"06 13, 2014"
10860,2311,"05 29, 2015"
2257,8533,"02 22, 2016"
9825,10966,"01 13, 2016"
4051,2615,"11 17, 2014"
1209,14911,"12 10, 2012"
1821,8663,"12 27, 2009"
7469,859,"06 3, 2017"
2343,8766,"07 2, 2013"
574,1611,"12 11, 2012"
3333,187,"05 12, 2014"
10903,9912,"03 27, 2015"
8444,8334,"05 26, 2014"
980,2594,"12 31, 2015"
14853,9303,"03 23, 2015"
13410,7801,"07 14, 2014"
13276,10138,"03 11, 2015"
8973,1231,"11 30, 2014"
7963,10847,"06 1, 2016"
873,3232,"05 27, 2006"
14847,14792,"03 10, 2015"
2025,13015,"06 3, 2013"
3584,205,"10 17, 2013"
9407,7073,"10 16, 2014"
2702,9862,"08 19, 2014"
5501,6529,"12 30, 2015"
10623,13082,"01 23, 2008"
250,423,"04 30, 2016"
209,4586,"04 1, 2014"
1369,9875,"08 10, 2013"
10159,9512,"09 26, 2014"
1896,7684,"05 8, 2015"
14863,14096,"05 9, 2016"
1522,8495,"08 30, 2017"
226,7338,"04 6, 2013"
9883,2626,"12 15, 2013"
5590,464,"03 20, 2013"
7339,836,"06 25, 2017"
6541,9492,"01 9, 2014"
1649,94,"02 22, 2011"
7608,10105,"11 30, 2014"
7162,954,"02 2, 2015"
4214,3095,"04 13, 2017"
7443,3123,"05 12, 2015"
8442,10076,"11 17, 2015"
6818,10634,"02 20, 2017"
13687,8195,"01 22, 2014"
8621,12082,"11 28, 2016"
7124,13963,"07 13, 2015"
5365,3664,"10 12, 2003"
13400,13439,"10 25, 2017"
7238,14343,"10 3, 2017"
13012,14358,"05 15, 2017"
9801,13932,"08 17, 2015"
250,862,"01 12, 2017"
12252,12748,"01 10, 2017"
11143,13845,"04 28, 2014"
455,2461,"04 9, 2015"
6211,1024,"11 10, 2017"
8289,5084,"12 10, 2015"
2501,11468,"07 26, 2014"
13442,6896,"01 1, 2013"
980,118,"11 11, 2005"
12231,10670,"05 9, 2014"
14984,14530,"01 19, 2018"
4783,13044,"01 4, 2009"
4804,12007,"05 19, 2014"
15081,12246,"01 24, 2016"
11037,6958,"03 1, 2017"
1549,6210,"10 21, 2011"
4266,6162,"07 6, 2014"
2070,698,"03 27, 2012"
12756,6325,"02 5, 2015"
13922,14049,"02 20, 2015"
475,1336,"07 28, 2017"
12235,12643,"03 6, 2017"
11755,8024,"10 13, 2012"
8830,4096,"12 14, 2015"
8554,12669,"03 21, 2018"
8994,9399,"05 6, 2014"
10639,7039,"06 18, 2017"
9144,15184,"03 10, 2018"
14792,14019,"09 14, 2015"
10529,7518,"02 14, 2018"
12188,14183,"11 11, 2017"
6590,1006,"04 14, 2015"
1089,15057,"01 26, 2015"
5917,4645,"06 25, 2013"
1745,2910,"02 19, 2011"
14690,8475,"04 10, 2018"
14795,14949,"09 20, 2013"
9546,12565,"02 13, 2018"
6305,10093,"06 4, 2013"
389,303,"03 21, 2015"
2853,14794,"04 19, 2015"
874,2179,"04 5, 2013"
226,5431,"10 30, 2012"
13566,11287,"05 11, 2016"
14771,13074,"07 8, 2015"
2920,9312,"06 15, 2016"
7714,10375,"07 7, 2013"
148,1513,"02 7, 2015"
3589,545,"11 15, 2012"
10902,4084,"04 18, 2014"
13612,7709,"02 5, 2017"
12446,3372,"04 18, 2013"
1571,767,"03 11, 2013"
1108,9251,"06 16, 2015"
10313,7456,"05 8, 2014"
13452,13101,"05 13, 2017"
9239,8125,"05 16, 2016"
2648,10186,"08 24, 2014"
14581,6617,"04 5, 2018"
12786,13725,"03 9, 2012"
4938,9972,"06 23, 2016"
932,3853,"09 2, 2017"
10590,11493,"03 21, 2016"
15015,12069,"08 11, 2014"
284,9,"12 31, 2012"
2817,2648,"05 3, 2015"
12094,14764,"02 23, 2018"
7582,13622,"01 20, 2017"
10527,6291,"10 24, 2015"
10591,6835,"10 26, 2015"
12245,3436,"08 4, 2016"
4130,4192,"04 17, 2017"
21,3588,"03 19, 2007"
15092,12507,"08 8, 2016"
3359,2492,"09 25, 2017"
3617,5576,"09 18, 2013"
10164,8676,"05 31, 2012"
6681,9683,"03 29, 2013"
12498,13845,"05 12, 2013"
1323,1242,"02 16, 2017"
4014,9445,"01 10, 2017"
2440,4428,"04 6, 2017"
106,14909,"12 10, 2017"
5488,12206,"01 14, 2016"
6408,9707,"08 7, 2014"
70,2808,"07 31, 2010"
1045,3775,"04 18, 2014"
12710,10710,"05 14, 2013"
6782,12523,"06 27, 2016"
1346,1121,"04 10, 2018"
4933,2808,"06 20, 2009"
13590,11698,"10 10, 2014"
1358,9694,"06 12, 2012"
11324,3170,"10 19, 2015"
14576,7150,"08 22, 2016"
11029,7107,"08 18, 2017"
5951,1624,"01 16, 2015"
12393,13850,"08 25, 2016"
8140,14241,"08 22, 2016"
12123,15059,"06 19, 2017"
13591,4885,"12 26, 2012"
5135,2435,"10 12, 2005"
6604,13307,"06 8, 2015"
7708,15197,"12 9, 2013"
3662,1421,"01 23, 2013"
10000,11555,"10 10, 2015"
698,2072,"10 19, 2010"
4174,262,"07 21, 2015"
3107,9081,"04 22, 2014"
6590,11472,"07 7, 2014"
11952,12941,"06 13, 2017"
11189,10040,"02 6, 2013"
7737,11171,"03 1, 2014"
9206,11976,"03 13, 2015"
973,1989,"04 1, 2009"
12028,9257,"03 20, 2013"
2943,5843,"10 21, 2015"
4010,7304,"06 2, 2014"
3910,237,"05 18, 2014"
7715,9600,"07 2, 2013"
7606,14882,"10 13, 2014"
7139,10136,"09 28, 2016"
2699,12581,"08 18, 2016"
13563,4946,"07 31, 2014"
4538,3711,"03 27, 2013"
9260,1346,"02 2, 2014"
5693,1963,"05 3, 2018"
11421,10329,"07 12, 2013"
5922,9011,"01 14, 2014"
13039,4571,"09 17, 2017"
9783,15169,"06 18, 2018"
14937,10025,"01 9, 2014"
1611,4758,"07 10, 2011"
1831,3807,"02 7, 2018"
6515,9884,"01 15, 2015"
2054,3936,"07 27, 2001"
3023,3305,"06 14, 2011"
8457,2310,"03 14, 2017"
3274,8641,"12 26, 2017"
5,7283,"01 20, 2017"
11843,9398,"12 17, 2013"
14197,10610,"01 30, 2014"
6708,14119,"04 9, 2015"
7422,1192,"09 19, 2016"
6039,1291,"04 22, 2014"
10432,10626,"05 12, 2016"
12218,13535,"01 23, 2017"
1798,14926,"02 14, 2016"
2817,904,"05 3, 2015"
3039,14501,"02 20, 2018"
7803,7954,"08 7, 2017"
4647,2616,"07 27, 2014"
586,1788,"10 25, 2014"
12492,8748,"06 8, 2013"
6567,6220,"08 1, 2014"
4746,8928,"02 19, 2013"
7118,8074,"05 30, 2014"
4767,3371,"08 3, 2014"
2993,1460,"12 6, 2012"
13512,7511,"05 28, 2017"
3844,9237,"10 6, 2012"
6218,6953,"02 18, 2013"
10936,9622,"01 23, 2017"
2625,1811,"12 7, 2012"
5002,8563,"07 23, 2013"
13906,11080,"08 7, 2014"
10025,3942,"07 1, 2016"
10590,11399,"01 27, 2017"
1552,6667,"02 16, 2016"
11126,12285,"03 13, 2016"
11697,6351,"05 3, 2016"
13507,4913,"05 28, 2017"
10983,4910,"09 8, 2016"
8803,11879,"03 28, 2018"
11943,14227,"10 28, 2016"
8061,11286,"05 8, 2015"
13991,10437,"04 16, 2015"
8001,8725,"03 26, 2015"
14449,12287,"05 18, 2016"
703,9352,"03 15, 2013"
1562,1809,"02 21, 2010"
6241,1563,"04 5, 2015"
12769,8411,"08 14, 2017"
11555,9828,"10 30, 2016"
2106,13129,"03 9, 2009"
3713,8930,"10 21, 2013"
6533,10139,"11 3, 2013"
11365,5678,"04 25, 2014"
4502,3432,"10 9, 2015"
12878,12076,"08 30, 2015"
3485,9228,"04 1, 2012"
9466,2592,"09 3, 2017"
717,134,"09 20, 2008"
5370,2450,"06 14, 2011"
11669,4097,"10 19, 2014"
7842,6220,"09 27, 2016"
4952,8159,"03 27, 2014"
4967,5359,"05 10, 2016"
14026,11881,"10 21, 2017"
14329,14177,"02 28, 2018"
10660,6441,"07 30, 2014"
7743,11667,"08 6, 2016"
1862,2995,"10 5, 2017"
8202,8350,"02 4, 2016"
8117,8515,"04 13, 2018"
6169,618,"01 20, 2011"
8563,14098,"02 20, 2016"
4095,7296,"12 14, 2017"
4289,276,"03 31, 2015"
3381,12877,"04 18, 2017"
8987,5726,"06 15, 2015"
1409,15106,"05 3, 2011"
12559,10572,"03 7, 2013"
5450,1446,"04 18, 2015"
14236,10758,"02 12, 2014"
12670,7800,"05 13, 2013"
88,3578,"07 7, 2013"
12433,10411,"06 28, 2013"
12000,10048,"06 24, 2013"
7516,12277,"07 31, 2015"
7704,5102,"04 2, 2017"
5746,9951,"08 22, 2012"
6530,10878,"12 12, 2014"
3316,9950,"04 10, 2014"
6503,9849,"08 10, 2011"
13294,14122,"04 30, 2015"
8469,9152,"04 5, 2018"
1500,1259,"12 17, 2016"
7887,5474,"06 8, 2015"
5913,10214,"04 30, 2014"
6660,7232,"08 24, 2017"
5121,1377,"11 6, 2012"
2249,10278,"07 30, 2017"
68,1805,"02 11, 2015"
4590,6690,"08 31, 2011"
10660,6554,"06 20, 2014"
327,10247,"04 24, 2014"
273,2165,"04 2, 2013"
8447,13446,"11 15, 2017"
11113,13085,"10 9, 2014"
13670,10818,"11 4, 2013"
1578,4797,"08 8, 2015"
271,1781,"05 1, 2009"
14987,10065,"08 22, 2014"
8639,14922,"07 30, 2013"
86,4591,"08 6, 2007"
5181,3432,"04 5, 2016"
1802,9311,"07 23, 2016"
14923,8369,"02 2, 2017"
13101,7778,"12 18, 2014"
6636,694,"03 29, 2016"
7951,5606,"02 23, 2014"
8289,11586,"07 7, 2015"
10259,12745,"01 30, 2017"
3797,11115,"02 17, 2014"
2235,764,"07 7, 2014"
4042,4695,"04 6, 2002"
12545,7532,"04 12, 2015"
10955,3717,"02 22, 2015"
15261,12673,"03 15, 2017"
514,3810,"01 1, 2016"
2480,5521,"04 24, 2015"
9659,11682,"07 25, 2014"
4702,2403,"05 14, 2013"
2868,2988,"05 30, 2016"
14495,14801,"07 29, 2016"
1792,200,"03 16, 2016"
11372,13895,"01 22, 2014"
9071,7005,"08 27, 2016"
10362,5478,"12 27, 2014"
4580,10501,"01 31, 2017"
7487,9519,"07 1, 2015"
12947,6103,"11 26, 2016"
10982,6628,"07 17, 2013"
13014,11006,"09 5, 2017"
5982,11630,"04 25, 2017"
4781,10253,"10 15, 2015"
613,8855,"01 21, 2016"
8399,2647,"09 19, 2017"
9507,6109,"01 3, 2017"
11688,11225,"03 23, 2017"
920,1374,"08 6, 2013"
7982,7160,"07 1, 2011"
709,1009,"05 31, 2016"
2116,3836,"01 10, 2013"
1485,1940,"03 3, 2013"
7081,15088,"11 5, 2014"
1485,796,"02 21, 2017"
11992,14796,"09 5, 2013"
3093,3570,"10 29, 2015"
6913,2060,"07 26, 2017"
2758,11174,"10 5, 2016"
3293,13878,"08 14, 2017"
13666,9542,"11 15, 2013"
412,5780,"03 2, 2014"
4880,8286,"08 25, 2017"
10747,13089,"09 22, 2015"
1557,13147,"11 19, 2013"
1557,1941,"01 10, 2016"
7768,13861,"03 31, 2015"
1582,1894,"12 4, 2007"
7311,10045,"03 4, 2013"
7236,12458,"02 5, 2017"
13468,7102,"09 5, 2015"
15004,10838,"12 1, 2015"
2462,431,"07 23, 2016"
5302,432,"03 20, 2015"
6476,13296,"06 16, 2015"
2595,12380,"08 31, 2016"
11776,12000,"08 11, 2015"
12950,4016,"09 24, 2016"
7992,4316,"10 19, 2016"
777,2484,"04 3, 2015"
2795,10992,"01 7, 2018"
12825,10666,"01 10, 2014"
578,3900,"01 8, 2012"
9029,1255,"05 15, 2015"
6319,9196,"12 31, 2012"
1914,2982,"10 21, 2013"
8680,5299,"11 5, 2015"
9779,6590,"01 26, 2014"
7812,6762,"06 22, 2016"
12122,11153,"09 22, 2017"
3540,13997,"05 10, 2016"
12207,3216,"11 13, 2016"
6475,5919,"09 22, 2017"
11563,8295,"02 11, 2018"
4952,3397,"09 17, 2015"
2367,1090,"03 28, 2017"
12293,5646,"07 27, 2013"
2350,13739,"01 10, 2014"
13305,11150,"01 4, 2014"
8262,7897,"08 22, 2014"
2148,336,"12 23, 2009"
6739,5469,"03 5, 2015"
4671,13067,"12 30, 2017"
5182,13135,"11 2, 2014"
15077,8289,"09 23, 2016"
3715,1365,"01 13, 2013"
2866,9149,"10 10, 2015"
12628,3441,"05 1, 2014"
8172,15138,"06 26, 2018"
11698,6351,"04 9, 2016"
6025,5972,"10 14, 2016"
8897,9611,"11 9, 2015"
13653,10427,"10 4, 2014"
11954,15195,"04 10, 2013"
1727,1238,"03 25, 2016"
12546,12020,"07 29, 2015"
14069,7952,"08 4, 2014"
8196,9741,"09 24, 2013"
2185,12768,"11 2, 2017"
14054,12057,"02 19, 2017"
11374,14235,"01 6, 2017"
8351,5348,"01 2, 2017"
8040,8462,"11 9, 2017"
287,1170,"04 3, 2012"
9790,3665,"08 13, 2012"
10830,10664,"04 4, 2013"
2023,2769,"08 25, 2015"
8982,4161,"05 18, 2017"
11574,13477,"03 1, 2016"
6403,8380,"05 2, 2017"
11155,4924,"04 23, 2013"
13946,10573,"07 17, 2014"
4796,1717,"09 24, 2009"
8276,5663,"01 3, 2014"
5564,8623,"09 26, 2017"
7661,12352,"03 7, 2014"
7982,6963,"11 13, 2011"
8731,3031,"07 25, 2007"
10910,11077,"04 1, 2014"
13176,9228,"02 28, 2016"
7118,8341,"08 1, 2015"
8637,2982,"05 2, 2016"
1967,160,"06 25, 2014"
1725,6701,"07 14, 2013"
273,9236,"02 23, 2014"
7983,7198,"04 23, 2011"
13663,5644,"07 30, 2014"
7636,13599,"06 28, 2017"
13806,6259,"01 14, 2014"
831,10642,"08 15, 2013"
3426,4589,"10 27, 2012"
3886,15216,"04 23, 2015"
14487,12721,"11 1, 2016"
6706,3631,"03 13, 2015"
6323,4696,"10 10, 2013"
1398,5123,"07 29, 2014"
5206,3688,"06 26, 2015"
9014,4984,"12 19, 2013"
4136,970,"04 6, 2017"
415,2937,"07 5, 2010"
11275,6185,"07 16, 2008"
3345,14844,"11 12, 2012"
2849,11675,"04 12, 2013"
2327,688,"01 10, 2012"
2024,1710,"12 12, 2012"
8288,11806,"11 20, 2016"
9040,10370,"12 30, 2017"
5888,7939,"05 23, 2014"
4542,2270,"06 18, 2015"
3838,1963,"03 17, 2014"
5832,6431,"11 7, 2010"
7162,10973,"06 6, 2017"
9789,7766,"08 8, 2011"
518,366,"07 31, 2016"
6492,9911,"09 18, 2017"
3456,4143,"05 24, 2016"
40,1576,"10 8, 2016"
14057,11004,"05 1, 2016"
1837,13212,"06 30, 2014"
3982,5718,"09 7, 2009"
4952,11556,"01 1, 2017"
8433,14813,"07 6, 2016"
262,4042,"01 1, 2014"
13223,14308,"10 4, 2016"
5742,512,"03 21, 2009"
10723,7086,"09 28, 2013"
11985,984,"09 24, 2016"
10343,3557,"01 20, 2016"
3161,1255,"06 16, 2015"
755,2763,"12 16, 2001"
356,5374,"09 30, 2000"
3074,4892,"03 1, 2018"
2196,14921,"02 22, 2005"
2715,2871,"05 11, 2014"
9939,10284,"03 6, 2015"
12759,12141,"07 3, 2015"
6131,8329,"06 13, 2017"
12457,11279,"01 12, 2017"
5501,12425,"08 8, 2016"
10908,6155,"12 29, 2013"
10610,7404,"06 26, 2010"
1746,382,"06 29, 2006"
11989,5694,"05 14, 2014"
11892,3092,"11 8, 2015"
3019,464,"09 27, 2012"
9232,15185,"03 2, 2014"
6903,13629,"07 28, 2016"
14536,13039,"04 6, 2011"
1997,2392,"05 26, 2012"
7581,3174,"01 30, 2013"
6590,14453,"10 17, 2017"
13249,10381,"02 7, 2013"
14090,5616,"05 26, 2013"
6714,4993,"12 10, 2013"
3970,9296,"08 14, 2015"
11394,4431,"08 14, 2013"
13390,12861,"03 30, 2017"
8018,7726,"03 1, 2015"
2116,3335,"01 23, 2013"
11924,5521,"06 1, 2011"
7801,623,"07 7, 2017"
10233,1762,"10 15, 2017"
3138,2587,"07 4, 2015"
10473,14137,"10 25, 2016"
1851,3692,"11 25, 2016"
9508,5036,"03 23, 2016"
5889,5470,"02 13, 2018"
203,6788,"04 1, 2015"
10469,10099,"02 3, 2013"
4399,880,"10 6, 2014"
1995,207,"12 24, 2009"
12664,3447,"04 27, 2016"
3325,777,"10 15, 2014"
1830,11722,"01 20, 2018"
11924,4426,"11 24, 2013"
8157,4542,"04 18, 2017"
684,696,"08 9, 2013"
9644,9889,"06 16, 2015"
3289,10875,"10 5, 2013"
6925,5460,"01 4, 2014"
4851,3153,"01 2, 2013"
4589,2427,"08 28, 2013"
13065,8160,"08 7, 2015"
12120,8623,"09 12, 2017"
8220,14181,"11 15, 2016"
7387,868,"01 5, 2016"
2755,2110,"09 2, 2015"
6918,5461,"06 22, 2015"
537,1946,"02 11, 2009"
10293,7608,"09 21, 2013"
